,TAEE11.SA,BBAS3.SA,ABEV3.SA,WEGE3.SA,RANI3.SA,GOGL34.SA,BERK34.SA,Capital,tx retorno
75,0.0,0.0,0.0,0.0,119344.72927782369,0.0,0.0,119344.72927782369,-1.692311308212846
76,0.0,0.0,0.0,0.0,116729.97529495755,0.0,0.0,116729.97529495755,-2.1909253962772213
77,0.0,0.0,0.0,0.0,119344.72927782369,0.0,0.0,119344.72927782369,2.240002172757327
78,0.0,0.0,0.0,0.0,120797.81787780867,0.0,0.0,120797.81787780867,1.2175557385549318
79,0.0,0.0,0.0,0.0,130089.931521004,0.0,0.0,130089.931521004,7.692286008506066
80,0.0,0.0,0.0,0.0,135589.37495303224,0.0,0.0,135589.37495303224,4.227416655331484
81,0.0,0.0,0.0,0.0,141278.4037536635,0.0,0.0,141278.4037536635,4.195777731553019
82,0.0,0.0,0.0,0.0,146019.31784023446,0.0,0.0,146019.31784023446,3.3557245556350868
83,0.0,0.0,0.0,0.0,148674.2292590366,0.0,0.0,148674.2292590366,1.8181919064345742
84,0.0,0.0,0.0,0.0,157207.80181483433,0.0,0.0,157207.80181483433,5.7397792464285
85,0.0,0.0,0.0,0.0,159293.80448260315,0.0,0.0,159293.80448260315,1.326907852974002
86,0.0,0.0,0.0,0.0,159293.80448260315,0.0,0.0,159293.80448260315,0.0
87,0.0,0.0,0.0,0.0,153391.98823927256,0.0,0.0,153391.98823927256,-3.7049879387965445
88,0.0,0.0,0.0,0.0,160069.51228676634,0.0,0.0,160069.51228676634,4.353241733249891
89,0.0,0.0,0.0,0.0,151865.6886413166,0.0,0.0,151865.6886413166,-5.125163142093225
90,0.0,0.0,0.0,0.0,156253.78090478695,0.0,0.0,156253.78090478695,2.889456007297575
91,0.0,0.0,0.0,0.0,156444.57569324414,0.0,0.0,156444.57569324414,0.12210570992419179
92,0.0,0.0,0.0,0.0,154155.15565116107,0.0,0.0,154155.15565116107,-1.4634064696318783
93,0.0,0.0,0.0,0.0,147668.39116630345,0.0,0.0,147668.39116630345,-4.207945207837593
94,0.0,0.0,0.0,0.0,143471.10543323064,0.0,0.0,143471.10543323064,-2.8423724941553985
95,0.0,0.0,0.0,0.0,142326.38367024876,0.0,0.0,142326.38367024876,-0.7978761713205107
96,0.0,0.0,0.0,0.0,140609.33625159692,0.0,0.0,140609.33625159692,-1.2064154054739484
97,0.0,0.0,0.0,0.0,141181.68539114753,0.0,0.0,141181.68539114753,0.4070491724151859
98,0.0,0.0,0.0,0.0,145951.3437476516,0.0,0.0,145951.3437476516,3.3783832111719203
99,0.0,0.0,0.0,0.0,158543.2479146314,0.0,0.0,158543.2479146314,8.62746710215363
100,0.0,0.0,0.0,0.0,160260.29533328323,0.0,0.0,160260.29533328323,1.0830151654117603
101,0.0,0.0,0.0,0.0,166174.65196888856,0.0,0.0,166174.65196888856,3.6904690730199974
102,0.0,0.0,0.0,0.0,171135.11685579023,0.0,0.0,171135.11685579023,2.985091184563071
103,0.0,0.0,0.0,0.0,178003.4004659202,0.0,0.0,178003.4004659202,4.013368931122208
104,0.0,0.0,0.0,0.0,175904.75172841363,0.0,0.0,175904.75172841363,-1.1789936214776753
105,0.0,0.0,0.0,0.0,174569.2234350342,0.0,0.0,174569.2234350342,-0.7592337786539227
106,0.0,0.0,0.0,0.0,173996.88603742392,0.0,0.0,173996.88603742392,-0.3278569878173654
107,0.0,0.0,0.0,0.0,176477.1008679642,0.0,0.0,176477.1008679642,1.4254363322380614
108,0.0,0.0,0.0,0.0,175523.17389343955,0.0,0.0,175523.17389343955,-0.5405386703617454
109,0.0,0.0,0.0,0.0,169227.2276809198,0.0,0.0,169227.2276809198,-3.5869600992641693
110,0.0,0.0,0.0,0.0,168082.50591793793,0.0,0.0,168082.50591793793,-0.6764406524110034
111,0.0,0.0,0.0,0.0,169036.45637634327,0.0,0.0,169036.45637634327,0.5675489267580769
112,0.0,0.0,0.0,0.0,168273.30070639512,0.0,0.0,168273.30070639512,-0.45147401117369146
113,0.0,0.0,0.0,0.0,166937.78415495603,0.0,0.0,166937.78415495603,-0.7936592114332619
114,0.0,0.0,0.0,0.0,177621.81088900578,0.0,0.0,177621.81088900578,6.400005120549923
115,0.0,0.0,0.0,0.0,185444.03321560082,0.0,0.0,185444.03321560082,4.403863628821503
116,0.0,0.0,0.0,0.0,182582.24055008643,0.0,0.0,182582.24055008643,-1.543210970927933
117,0.0,0.0,0.0,0.0,176286.31782144736,0.0,0.0,176286.31782144736,-3.4482667699063274
118,0.0,0.0,0.0,0.0,173615.34342827083,0.0,0.0,173615.34342827083,-1.5151342578281324
119,0.0,0.0,0.0,0.0,169227.2276809198,0.0,0.0,169227.2276809198,-2.527493054877361
120,0.0,0.0,0.0,0.0,170944.27509957165,0.0,0.0,170944.27509957165,1.0146401629230528
121,0.0,0.0,0.0,0.0,176858.70218681896,0.0,0.0,176858.70218681896,3.459856777187942
122,0.0,0.0,0.0,0.0,172089.03208837454,0.0,0.0,172089.03208837454,-2.6968817702880843
123,0.0,0.0,0.0,0.0,175141.61954234613,0.0,0.0,175141.61954234613,1.7738419566471597
124,0.0,0.0,0.0,0.0,171516.65946494325,0.0,0.0,171516.65946494325,-2.0697308194791653
125,0.0,0.0,0.0,0.0,171707.45425340047,0.0,0.0,171707.45425340047,0.11123979970950604
126,0.0,0.0,0.0,0.0,170371.93770196137,0.0,0.0,170371.93770196137,-0.7777860065808162
127,0.0,0.0,0.0,0.0,169036.45637634327,0.0,0.0,169036.45637634327,-0.7838622625483738
128,0.0,0.0,0.0,0.0,166556.2180619223,0.0,0.0,166556.2180619223,-1.4672801167216587
129,0.0,0.0,0.0,0.0,164266.77453595854,0.0,0.0,164266.77453595854,-1.3745770362728726
130,0.0,0.0,0.0,0.0,159878.7057563688,0.0,0.0,159878.7057563688,-2.6713063502864176
131,0.0,0.0,0.0,0.0,156063.0096002104,0.0,0.0,156063.0096002104,-2.386619367542886
132,0.0,0.0,0.0,0.0,156253.78090478695,0.0,0.0,156253.78090478695,0.12223992415962837
133,0.0,0.0,0.0,0.0,154727.48130683097,0.0,0.0,154727.48130683097,-0.976808106093785
134,0.0,0.0,0.0,0.0,153010.4456301195,0.0,0.0,153010.4456301195,-1.1097160389410887
135,0.0,0.0,0.0,0.0,152438.04952280756,0.0,0.0,152438.04952280756,-0.3740895629411045
136,0.0,0.0,0.0,0.0,153773.57781618697,0.0,0.0,153773.57781618697,0.8761121633084068
137,0.0,0.0,0.0,0.0,152819.62735778163,0.0,0.0,152819.62735778163,-0.6203604494041448
138,0.0,0.0,0.0,0.0,155681.420023296,0.0,0.0,155681.420023296,1.8726604134522207
139,0.0,0.0,0.0,0.0,151102.5564552491,0.0,0.0,151102.5564552491,-2.9411753614283054
140,0.0,0.0,0.0,0.0,150339.43601112196,0.0,0.0,150339.43601112196,-0.5050347671339162
141,0.0,0.0,0.0,0.0,156444.57569324414,0.0,0.0,156444.57569324414,4.06090367511458
142,0.0,0.0,0.0,0.0,154345.91521379727,0.0,0.0,154345.91521379727,-1.3414721924024486
143,0.0,0.0,0.0,0.0,161786.58318929886,0.0,0.0,161786.58318929886,4.820774145655182
144,0.0,0.0,0.0,0.0,157207.71962125198,0.0,0.0,157207.71962125198,-2.8301874468103283
145,0.0,0.0,0.0,0.0,156253.78090478695,0.0,0.0,156253.78090478695,-0.6068014463687099
146,0.0,0.0,0.0,0.0,155109.05914180508,0.0,0.0,155109.05914180508,-0.7326042009053291
147,0.0,0.0,0.0,0.0,153201.18170887502,0.0,0.0,153201.18170887502,-1.2300232130128652
148,0.0,0.0,0.0,0.0,157589.2857142857,0.0,0.0,157589.2857142857,2.86427556006017
149,0.0,0.0,0.0,0.0,159306.36835875854,0.0,0.0,159306.36835875854,1.0895935194388473
150,0.0,0.0,0.0,0.0,155742.37243556025,0.0,0.0,155742.37243556025,-2.2371961396873696
